,BTC,BNB,XRP,SOL,DOGE,LINK,UNI,LTC,BCH,MATIC,FTT,TRX,AXS,SHIB,AAVE,OKB,GRT,FTM,CEL,MKR,COMP,SUSHI,SNX,HT,CHZ,OMG,ENJ,YFI,SRM,BAT,CRV,REN,AUDIO,BNT,ZRX,DYDX,RAY,PERP,SAND,C98,CRO,HNT,LEO,MANA,WAVES,SKL,SPELL,1INCH
2021-10-12 00:00:00,STO,CSP,CLP,CSP,CSP,CSP,CLP,STO,CSP,CSP,CLP,CLP,CSP,BTO,CSP,CSP,CSP,CLP,STO,CSP,CLP,STO,CSP,STO,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,STO,CSP,,CSP,CSP,STO,CSP,,CSP,CSP,,,,,,
2021-10-12 01:00:00,STO,CSP,CLP,CSP,CSP,CSP,CLP,STO,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,CLP,STO,CSP,CSP,STO,CSP,STO,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,STO,CSP,,CSP,CSP,STO,CSP,,CSP,CSP,,,,,,
2021-10-12 02:00:00,STO,CSP,CLP,CSP,CSP,CSP,STO,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CSP,CSP,STO,STO,STO,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,STO,CSP,,CSP,CSP,STO,CSP,,CSP,CSP,,,,,,
2021-10-12 03:00:00,STO,CSP,CLP,CSP,CSP,CSP,STO,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CLP,STO,CSP,CLP,STO,CLP,STO,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,STO,CSP,,CSP,CSP,STO,CSP,,CSP,CSP,,,,,,
2021-10-12 04:00:00,STO,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,CSP,CLP,CLP,STO,CSP,CSP,CSP,STO,CSP,BTO,BTO,CSP,CLP,CSP,,CSP,CSP,STO,,,CSP,,,,CSP,,CSP,
2021-10-12 05:00:00,STO,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CLP,STO,CSP,CSP,CLP,CLP,CLP,CSP,CSP,CSP,STO,CSP,BTO,BTO,CSP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 06:00:00,STO,CSP,CLP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,CSP,CLP,CLP,CLP,CSP,CSP,CSP,STO,CSP,BTO,BTO,CSP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 07:00:00,STO,CSP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,CLP,CLP,CSP,CSP,CSP,STO,CSP,BTO,BTO,CSP,CLP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 08:00:00,STO,CSP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,STO,CSP,BTO,BTO,CSP,CLP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 09:00:00,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CLP,CLP,CLP,CLP,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 10:00:00,STO,CSP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CLP,CLP,CLP,CLP,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 11:00:00,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CLP,CLP,CSP,CLP,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 12:00:00,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,STO,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 13:00:00,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 14:00:00,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,BTO,BTO,CSP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 15:00:00,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,STO,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,BTO,CSP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,STO,,CSP,
2021-10-12 16:00:00,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,STO,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,BTO,CSP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,CLP,,CSP,
2021-10-12 17:00:00,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,STO,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,BTO,CSP,CLP,CSP,,CSP,CSP,STO,,,CSP,,,,CLP,,CSP,
2021-10-12 18:00:00,CSP,CLP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,STO,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,BTO,CLP,CLP,CSP,,CSP,CSP,STO,,,BTO,,,,CLP,,CSP,
2021-10-12 19:00:00,CSP,CLP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,BTO,CSP,STO,CSP,,CSP,CSP,STO,,,BTO,,,,CLP,,CSP,
2021-10-12 20:00:00,CSP,STO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CLP,CSP,STO,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,BTO,CLP,CLP,CSP,,CSP,CSP,STO,,,BTO,,,,CLP,,CSP,
2021-10-12 21:00:00,CSP,STO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,BTO,CLP,CLP,CSP,,CSP,CSP,STO,,,BTO,,,,CLP,,CSP,
2021-10-12 22:00:00,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,BTO,CLP,CLP,CSP,,CSP,CSP,STO,,,BTO,,,,CLP,,CSP,
2021-10-12 23:00:00,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,BTO,CSP,CSP,CSP,,CSP,CSP,STO,,,BTO,,,,CLP,,CSP,
2021-10-13 00:00:00,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,BTO,CSP,CLP,CSP,,CSP,CSP,STO,,,CSP,,,,CLP,,CSP,
2021-10-13 01:00:00,CSP,STO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CLP,CSP,CSP,CSP,CSP,BTO,STO,CLP,CSP,BTO,CLP,CSP,CSP,,CSP,CSP,STO,,,CSP,,,,CLP,,CSP,
2021-10-13 02:00:00,CSP,STO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,BTO,STO,STO,CSP,BTO,CSP,CSP,CSP,,CSP,CLP,STO,,,CSP,,,,CLP,,CSP,
2021-10-13 03:00:00,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,BTO,STO,STO,CSP,BTO,CSP,CSP,CSP,,CSP,STO,STO,,,CSP,,,,STO,,CSP,
2021-10-13 04:00:00,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,BTO,CSP,CLP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,STO,BTO,CLP,STO,CSP,BTO,CSP,,CSP,CSP,CSP,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 05:00:00,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,BTO,CSP,STO,CLP,CSP,CSP,CSP,CSP,STO,CLP,CLP,CSP,CSP,STO,BTO,STO,STO,CSP,BTO,CSP,,CSP,CSP,CSP,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 06:00:00,CSP,STO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,CLP,CSP,CSP,CSP,CSP,STO,CLP,CLP,CSP,CSP,STO,CSP,STO,STO,CSP,BTO,CSP,,CSP,CSP,CSP,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 07:00:00,CSP,CLP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,STO,CLP,CSP,CSP,STO,BTO,STO,STO,CSP,CSP,CSP,,CSP,CSP,CSP,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 08:00:00,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,STO,CSP,CSP,CSP,CSP,STO,CLP,STO,CSP,CSP,STO,BTO,STO,STO,CSP,BTO,CSP,,CSP,CSP,CSP,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 09:00:00,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,STO,CSP,CSP,CSP,CSP,STO,CSP,STO,CSP,CSP,STO,BTO,STO,STO,CSP,BTO,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 10:00:00,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,STO,CSP,CSP,CSP,CSP,STO,CSP,STO,CSP,CSP,STO,BTO,STO,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 11:00:00,CSP,STO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,STO,CSP,CSP,CSP,CSP,STO,CSP,STO,CSP,CSP,STO,BTO,STO,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 12:00:00,CSP,STO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,STO,CSP,CSP,CSP,CSP,STO,CSP,STO,CSP,CSP,STO,BTO,STO,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 13:00:00,CSP,STO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CLP,STO,CLP,CSP,CSP,CSP,STO,CSP,STO,CSP,CSP,STO,BTO,CLP,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 14:00:00,CSP,STO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,CLP,CLP,CSP,CSP,CSP,STO,CSP,STO,CSP,CSP,CLP,BTO,CLP,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 15:00:00,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,CLP,STO,CSP,CSP,CSP,STO,CSP,STO,CSP,CSP,CLP,BTO,CLP,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 16:00:00,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CLP,STO,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CLP,BTO,CLP,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 17:00:00,CSP,CLP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,CLP,CLP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CSP,BTO,CLP,STO,CSP,STO,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 18:00:00,CSP,CLP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,CLP,CLP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CSP,BTO,CSP,STO,CSP,CLP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 19:00:00,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,CLP,CLP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CSP,BTO,CSP,STO,CSP,CLP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 20:00:00,CSP,CLP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CLP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CLP,CSP,CSP,CSP,BTO,CSP,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 21:00:00,CSP,STO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CLP,STO,CSP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CSP,BTO,CSP,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 22:00:00,CSP,STO,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,STO,STO,CSP,CSP,CSP,CLP,CLP,CSP,STO,CSP,CSP,CSP,BTO,CSP,STO,CSP,CLP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-13 23:00:00,CSP,STO,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,STO,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CLP,CSP,CSP,BTO,CSP,STO,CSP,CLP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-14 00:00:00,CSP,STO,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,CSP,
2021-10-14 01:00:00,CSP,STO,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,BTO,,STO,,,CSP,,,CSP,STO,,BTO,
2021-10-14 02:00:00,CSP,STO,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CLP,CLP,CSP,CLP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,CSP,,STO,,,CSP,,,CSP,STO,,BTO,
2021-10-14 03:00:00,CSP,CLP,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,CSP,,CLP,,,CSP,,,CSP,STO,,BTO,
2021-10-14 04:00:00,CSP,CLP,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,STO,,BTO,
2021-10-14 05:00:00,CSP,CLP,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,STO,,BTO,
2021-10-14 06:00:00,CSP,CLP,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,STO,,BTO,
2021-10-14 07:00:00,CSP,STO,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,STO,,BTO,
2021-10-14 08:00:00,CSP,STO,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,BTO,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,STO,,BTO,
2021-10-14 09:00:00,CSP,STO,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,BTO,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,STO,,BTO,
2021-10-14 10:00:00,CSP,STO,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,BTO,STO,CSP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,CLP,,BTO,
2021-10-14 11:00:00,CSP,STO,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,BTO,STO,CSP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,CLP,,BTO,
2021-10-14 12:00:00,CSP,STO,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,BTO,STO,CSP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CSP,,,CLP,,BTO,
2021-10-14 13:00:00,BTO,CLP,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,STO,CLP,CSP,CSP,CSP,CLP,BTO,STO,CSP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CSP,,,CSP,CSP,,,CLP,,BTO,
2021-10-14 14:00:00,CSP,CLP,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CLP,CSP,CSP,CSP,CLP,BTO,STO,CSP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CSP,,,CLP,,CSP,
2021-10-14 15:00:00,CSP,STO,CSP,STO,CLP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,STO,CLP,CSP,CSP,CSP,CLP,BTO,STO,CLP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CSP,,,CLP,,BTO,
2021-10-14 16:00:00,CSP,CLP,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,STO,CLP,CSP,CSP,CSP,CLP,CSP,STO,CLP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,BTO,,CSP,,,CSP,CSP,,,CLP,,BTO,
2021-10-14 17:00:00,CSP,CLP,CSP,STO,CSP,STO,CSP,CSP,BTO,CSP,CSP,CSP,STO,CSP,CLP,STO,CLP,CSP,CSP,CSP,CLP,CSP,STO,CLP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CSP,,,CSP,CSP,,,CLP,,BTO,
2021-10-14 18:00:00,CSP,CLP,CSP,STO,CSP,STO,CSP,CSP,BTO,CSP,CSP,CSP,STO,CSP,CLP,STO,CLP,CSP,CSP,CSP,CLP,CSP,STO,CLP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,BTO,,CLP,,,CSP,CSP,,,CLP,,BTO,
2021-10-14 19:00:00,CSP,CLP,CSP,STO,CSP,STO,CSP,CSP,BTO,CSP,CLP,CSP,STO,CSP,CLP,STO,CLP,CSP,CSP,CSP,CLP,CSP,STO,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,STO,CSP,,BTO,,CLP,,,CSP,CSP,,,CLP,,CSP,
2021-10-14 20:00:00,CSP,CLP,CSP,CLP,CSP,STO,CSP,CSP,BTO,CSP,CLP,CSP,STO,CSP,CLP,STO,CSP,CSP,CSP,CSP,CLP,CSP,STO,STO,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,BTO,,CLP,,,CSP,CSP,,,CLP,,CSP,
2021-10-14 21:00:00,CSP,CLP,CSP,CLP,CSP,STO,CSP,CSP,BTO,CSP,CLP,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,CSP,STO,STO,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,BTO,,CLP,,,CSP,CSP,,,CLP,,BTO,
2021-10-14 22:00:00,CSP,CLP,CSP,STO,CLP,STO,CSP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,CSP,STO,STO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,BTO,,CLP,,,CSP,CSP,,,CLP,,BTO,
2021-10-14 23:00:00,CSP,CLP,CSP,CLP,CLP,CLP,CSP,CSP,BTO,CSP,CLP,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,CSP,STO,STO,CSP,CLP,CSP,CSP,STO,BTO,CSP,CSP,STO,CSP,,BTO,,CLP,,,CSP,CSP,,,CLP,,BTO,
2021-10-15 00:00:00,CSP,CLP,CSP,CLP,STO,CLP,CSP,CSP,BTO,CSP,CLP,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CLP,CLP,CSP,STO,STO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,CSP,,BTO,
2021-10-15 01:00:00,CSP,CLP,CSP,CLP,STO,CLP,CSP,CSP,CSP,CSP,CLP,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,CSP,STO,STO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,CSP,,CSP,
2021-10-15 02:00:00,CSP,STO,CSP,CLP,STO,CLP,CSP,CSP,CSP,CSP,STO,CSP,CLP,BTO,CSP,STO,CSP,CSP,CSP,CLP,CLP,CSP,STO,STO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,,CSP,,CLP,,,CSP,CLP,,,CSP,,CSP,
2021-10-15 03:00:00,CSP,CLP,CSP,CLP,CLP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,STO,CLP,,BTO,,CLP,,,CSP,STO,,,CLP,,CSP,
2021-10-15 04:00:00,CLP,CLP,CSP,CLP,CSP,CLP,STO,CLP,CSP,CSP,STO,CSP,CLP,BTO,CLP,,CSP,CSP,CSP,STO,CSP,CSP,CLP,STO,BTO,CLP,CSP,CSP,STO,CSP,CLP,CLP,STO,STO,,CSP,STO,STO,,,CLP,STO,,,,STO,BTO,
2021-10-15 05:00:00,CSP,CLP,CSP,STO,CSP,CLP,STO,CSP,CSP,CSP,STO,CSP,CLP,BTO,CSP,,CSP,CSP,CSP,STO,CSP,CSP,CLP,STO,BTO,CSP,CSP,CSP,STO,CSP,CLP,STO,STO,STO,,CLP,STO,STO,,,CSP,STO,,,,STO,BTO,
2021-10-15 06:00:00,CSP,CLP,CSP,STO,CSP,CLP,STO,CSP,CSP,STO,STO,CSP,CLP,BTO,CSP,,CLP,BTO,CSP,STO,CSP,CSP,CSP,STO,BTO,CSP,CSP,CSP,STO,CSP,CLP,STO,STO,STO,,CLP,STO,STO,,,CSP,STO,,,,STO,BTO,
